Name of Bird,Genus,Species,Site,Date first seen,City (optional),County (optional),State,Country ,Continent,Comments,,,,,
Gray-tailed Mountain-gem,Lampornis,cinereicauda,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Magnificent Hummingbird,Eugenes,fulgens,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Scintillant Hummingbird,Selasphorus,scintilla,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Volcano Hummingbird,Selasphorus,flammula,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Resplendent Quetzal,Pharomachrus,mocinno,Costa Rica,4/6/2005, , , ,Costa Rica,North America,OH MY GOD!!,  ,  ,  ,  ,  
Silvery-fronted Tapaculo,Scytalopus,argentifrons,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-capped Flycatcher,Empidonax,atriceps,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Long-tailed Silky-flycatcher,Ptilogonys,caudatus,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Timberline Wren,Thryorchilus,browni,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-billed Nightingale-Thrush,Catharus,gracilirostris,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Sooty Robin,Turdus,nigrescens,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Mountain Robin,Turdus,plebejus,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-winged Vireo,Vireo,carmioli,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Gray-crowned Yellowthroat,Geothlypis,poliocephala,Carrara,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Wrenthrush,Zeledonia,coronata,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Sooty-capped Bush-Tanager,Chlorospingus,pileatus,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Red-legged Honeycreeper,Cyanerpes,cyaneus,Carrara,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-thighed Finch,Pselliophorus,tibialis,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Large-footed Finch,Pezopetes,capitalis,Costa Rica,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Blue Grosbeak,Guiraca,caerulea,Carrara,4/6/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Sulphur-winged Parakeet,Pyrrhura,hoffmanni,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Dusky Nightjar,Caprimulgus,saturatus,Costa Rica,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Violet Sabrewing,Campylopterus,hemileucurus,Savegre Lodge ,4/7/2005, , , ,Costa Rica,North America,WOW!!,  ,  ,  ,  ,  
Green Violet-ear,Colibri,thalassinus,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Fiery-throated Hummingbird,Panterpe,insignis,Costa Rica,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Ruddy Treerunner,Margarornis,rubiginosus,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Streak-breasted Treehunter,Thripadectes,rufobrunneus,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Mountain Elaenia,Elaenia,frantzii,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Ochraceous Pewee,Contopus,ochraceus,Costa Rica,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Boat-billed Flycatcher,Megarynchus,pitangua,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-and-yellow Silky-flycatcher,Phainoptila,melanoxantha,Costa Rica,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Gray-breasted Wood-Wren,Henicorhina,leucophrys,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Ruddy-capped Nightingale-Thrush,Catharus,frantzii,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Flame-colored Tanager,Piranga,bidentata,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-faced Grassquit,Tiaris,olivacea,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Slaty Flowerpiercer,Diglossa,plumbea,Savegre Lodge,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-bellied Siskin,Carduelis,xanthogastra,Costa Rica,4/7/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Hook-billed Kite,Chondrohierax,uncinatus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Ruddy Pigeon,Columba,subvinacea,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Prong-billed Barbet,Semnornis,frantzii,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Red-faced Spinetail,Cranioleuca,erythrops,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Scale-crested Pygmy-Tyrant,Lophotriccus,pileatus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-throated Spadebill,Platyrinchus,mystaceus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tropical Pewee,Contopus,cinereus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Golden-bellied Flycatcher,Myiodynastes,hemichrysus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-faced Solitaire,Myadestes,melanops,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Pale-vented Thrush,Turdus,obsoletus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Golden-winged Warbler,Vermivora,chrysoptera,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tropical Parula,Parula,pitiayumi,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Collared Redstart,Myioborus,torquatus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Common Bush-Tanager,Chlorospingus,ophthalmicus,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Passerini's Tanager,Ramphocelus,passerinii,Rancho Naturalista,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Silver-throated Tanager,Tangara,icterocephala,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Spangle-cheeked Tanager,Tangara,dowii,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-thighed Grosbeak,Pheucticus,tibialis,Costa Rica,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Chestnut-headed Oropendola,Psarocolius,wagleri,Rancho Naturalista,4/8/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Gray-headed Chachalaca,Ortalis,cinereiceps,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-crowned Parrot,Pionus,senilis,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Mottled Owl,Ciccaba,virgata,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Short-tailed Nighthawk,Lurocalis,semitorquatus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green Hermit,Phaethornis,guy,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Stripe-throated Hermit,Phaethornis,striigularis,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Brown Violet-ear,Colibri,delphinae,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green-breasted Mango,Anthracothorax,prevostii,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-crested Coquette,Lophornis,helenae,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green Thorntail,Discosura,conversii,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Violet-crowned Woodnymph,Thalurania,colombica,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Snowcap,Microchera,albocoronata,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green-crowned Brilliant,Heliodoxa,jacula,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Collared Aracari,Pteroglossus,torquatus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Keel-billed Toucan,Ramphastos,sulfuratus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-cheeked Woodpecker,Melanerpes,pucherani,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Rufous-winged Woodpecker,Piculus,simplex,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Golden-olive Woodpecker,Piculus,rubiginosus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Spotted Antbird,Hylophylax,naevioides,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-collared Manakin,Manacus,candei,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-crowned Manakin,Pipra,pipra,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-headed Tody-Flycatcher,Todirostrum,nigriceps,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tawny-chested Flycatcher,Aphanotriccus,capitalis,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-throated Wren,Thryothorus,atrogularis,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Stripe-breasted Wren,Thryothorus,thoracicus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-breasted Wood-Wren,Henicorhina,leucosticta,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Scaly-breasted Wren,Microcerculus,marginatus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-headed Nightingale-Thrush,Catharus,mexicanus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Golden-crowned Warbler,Basileuterus,culicivorus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-lined Tanager,Tachyphonus,rufus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Crimson-collared Tanager,Ramphocelus,sanguinolentus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-striped Sparrow,Arremonops,conirostris,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Buff-throated Saltator,Saltator,maximus,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-headed Saltator,Saltator,atriceps,Rancho Naturalista,4/9/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Broad-billed Motmot,Electron,platyrhynchum,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Slaty Spinetail,Synallaxis,brachyura,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Spotted Woodcreeper,Xiphorhynchus,erythropygius,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Dull-mantled Antbird,Myrmeciza,laemosticta,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Immaculate Antbird,Myrmeciza,immaculata,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Acadian Flycatcher,Empidonax,virescens,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Gray-capped Flycatcher,Myiozetetes,granadensis,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Red-throated Ant-Tanager,Habia,fuscicauda,Rancho Naturalista,4/10/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White Hawk,Leucopternis,albicollis,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Lattice-tailed Trogon,Trogon,clathratus,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Streak-crowned Antvireo,Dysithamnus,striaticeps,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-crowned Antpitta,Pittasoma,michleri,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tufted Flycatcher,Mitrephanes,phaeocercus,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Olive Tanager,Chlorothraupis,carmioli,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tawny-crested Tanager,Tachyphonus,delatrii,Braulio Carillo,4/11/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green Ibis,Mesembrinibis,cayennensis,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
King Vulture,Sarcoramphus,papa,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Crested Guan,Penelope,purpurascens,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Great Curassow,Crax,rubra,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Violet-headed Hummingbird,Klais,guimeti,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Blue-chested Hummingbird,Polyerata,amabilis,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Rufous Motmot,Baryphthengus,martii,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-necked Puffbird,Notharchus,macrorhynchos,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Chestnut-colored Woodpecker,Celeus,castaneus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Fasciated Antshrike,Cymbilaimus,lineatus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Western Slaty-Antshrike,Thamnophilus,atrinucha,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Snowy Cotinga,Carpodectes,nitidus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Bright-rumped Attila,Attila,spadiceus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-ringed Flycatcher,Conopias,albovittata,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Cinnamon Becard,Pachyramphus,cinnamomeus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Band-backed Wren,Campylorhynchus,zonatus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Tropical Gnatcatcher,Polioptila,plumbea,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Dusky-faced Tanager,Mitrospingus,cassinii,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-crowned Euphonia,Euphonia,luteicapilla,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Olive-backed Euphonia,Euphonia,gouldi,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Plain-colored Tanager,Tangara,inornata,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Blue Dacnis,Dacnis,cayana,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Green Honeycreeper,Chlorophanes,spiza,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Shining Honeycreeper,Cyanerpes,lucidus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-cowled Oriole,Icterus,prosthemelas,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-billed Cacique,Amblycercus,holosericeus,La Selva,4/12/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Agami Heron,Agamia,agami,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Pinnated Bittern,Botaurus,pinnatus,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Roadside Hawk,Buteo,magnirostris,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Sunbittern,Eurypyga,helias,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Pale-vented Pigeon,Columba,cayennensis,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Great Potoo,Nyctibius,grandis,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-capped Pygmy-Tyrant,Myiornis,atricapillus,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Olive-crowned Yellowthroat,Geothlypis,semiflava,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Nicaraguan Seed-Finch,Oryzoborus,nuttingi,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Thick-billed Seed-Finch,Oryzoborus,funereus,La Selva,4/13/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Barred Hawk,Leucopternis,princeps,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Orange-fronted Parakeet,Aratinga,canicularis,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Coppery-headed Emerald,Elvira,cupreiceps,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black-bellied Hummingbird,Eupherusa,nigriventris,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Purple-throated Mountain-gem,Lampornis,calolaema,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Magenta-throated Woodstar,Calliphlox,bryantae,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Red-throated Barbet,Megalaima,mystacophanos,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Brown-billed Scythebill,Campylorhamphus,pusillus,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Torrent Tyrannulet,Serpophaga,cinerea,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
American Dipper,Cinclus,mexicanus,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Bay Wren,Thryothorus,nigricapillus,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-throated Magpie-Jay,Calocitta,formosa,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Azure-hooded Jay,Cyanolyca,cucullata,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Blue-and-gold Tanager,Bangsia,arcaei,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Emerald Tanager,Tangara,florida,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Scarlet-thighed Dacnis,Dacnis,venusta,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Sooty-faced Finch,Lysurus,crassirostris,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-naped Brush-Finch,Atlapetes,albinucha,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Stripe-headed Sparrow,Aimophila,ruficauda,Sarapiqui Gorge,4/14/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Black Guan,Chamaepetes,unicolor,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Stripe-tailed Hummingbird,Eupherusa,eximia,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Orange-bellied Trogon,Trogon,aurantiiventris,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Smoky-brown Woodpecker,Veniliornis,fumigatus,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Paltry Tyrannulet,Zimmerius,vilissimus,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellowish Flycatcher,Empidonax,flavescens,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Ochraceous Wren,Troglodytes,ochraceus,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Slate-throated Redstart,Myioborus,miniatus,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Golden-browed Chlorophonia,Chlorophonia,callophrys,Monte Verde,4/15/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Highland Tinamou,Nothocercus,bonapartei,Monte Verde,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Gray Hawk,Asturina,nitida,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Red-billed Pigeon,Columba,flavirostris,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Elegant Trogon,Trogon,elegans,on the beautiful golf course,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Long-tailed Manakin,Chiroxiphia,linearis,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Yellow-bellied Flycatcher,Empidonax,flaviventris,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Banded Wren,Thryothorus,pleurostictus,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Orange-billed Nightingale-Thrush,Catharus,aurantiirostris,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Olive Sparrow,Arremonops,rufivirgatus,Costa Rica,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-eared Ground-Sparrow,Melozone,leucotis,Monte Verde,4/16/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Double-striped Thick-knee,Burhinus,bistriatus,Hacienda Pinilla golf course,4/19/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Bare-crowned Antbird,Gymnocichla,nudiceps,Costa Rica,4/19/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Elegant Tern,Sterna,elegans,Guanacoste,4/20/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Canivet's Emerald,Chlorostilbon,canivetii,Guanacoste,4/20/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
White-lored Gnatcatcher,Polioptila,albiloris,Guanacoste,4/20/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Streak-backed Oriole,Icterus,pustulatus,Guanacoste,4/20/2005, , , ,Costa Rica,North America,  ,  ,  ,  ,  ,  
Mistle Thrush,Turdus,viscivorus,Warrington,1/20/2006,Warrington, , ,United Kingdom,Eurasia,  ,  ,  ,  ,  ,  
Bean Goose,Anser,fabalis,Netherlands,1/25/2006, , , ,Netherlands,Eurasia,  ,  ,  ,  ,  ,  
Spotted Owl,Strix,occidentalis,Marin Headlands,10/6/2006, ,Marin,California,United States,North America,"amazing close up view - eye level, 10 feet away",  ,  ,  ,  ,  
Crissal Thrasher,Toxostoma,crissale,in Dad's backyard!,12/16/2006,Sedona, ,Arizona,United States,North America,  ,  ,  ,  ,  ,  
Varied Thrush,Ixoreus,naevius,Berkeley,2/4/2007,Berkeley, ,California,United States,North America,  ,  ,  ,  ,  ,  
Townsend's Solitaire,Myadestes,townsendi,Sunol Regional Park,2/7/2007, , ,California,United States,North America,taking a break from job hunting,  ,  ,  ,  ,  
Pacific Loon,Gavia,pacifica,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Black-footed Albatross,Phoebastria,nigripes,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Pink-footed Shearwater,Puffinus,creatopus,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Flesh-footed Shearwater,Puffinus,carneipes,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Buller's Shearwater,Puffinus,bulleri,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
Sooty Shearwater,Puffinus,griseus,Monterey Bay,10/11/2008, , ,California,United States,North America,  ,  ,  ,  ,  ,  
